PRODUCT_CODE,ITEM,LENGTH,COLOR,TYPE,PRICE,PRICE,STOCK,MPRICE,WPRICE,RPRICE
CRIMP ,,,,Inch,,,,,,
BODY WAV ,,,,Inch,,,,,,
WB18 ,WB18,,P4_30,Inch,113.7,113.7,10,,,
WB18 , WB18,,P4_27,Inch,113.7,113.7,23,,,
WB18 , WB18,,P30_144,Inch,119.7,119.7,18,,,
WB18 , WB18,,P27_613,Inch,119.7,119.7,12,,,
WB18 , WB18,,P1B_BG,Inch,113.7,113.7,9,,,
WB18 , WB18,,P1B_99J,Inch,113.7,113.7,10,,,
WB18 , WB18,,P1B_350,Inch,113.7,113.7,22,,,
WB18 , WB18,,P1B_33,Inch,113.7,113.7,4,,,
WB18 , WB18,,P1B_30,Inch,113.7,113.7,36,,,
WB18 , WB18,,P1B_27,Inch,113.7,113.7,27,,,
WB18 , WB18,,33,Inch,107.7,107.7,9,,,
WB18 , WB18,,30,Inch,107.7,107.7,23,,,
WB18 , WB18,,27,Inch,107.7,107.7,0,,,
WB18 , WB18,,4,Inch,107.7,107.7,7,,,
WB18 , WB18,,2,Inch,107.7,107.7,25,,,
WB18 , WB18,,001B,Inch,107.7,107.7,37,,,
WB18 , WB18,,1,Inch,107.7,107.7,26,,,
BNH BW26,,,,Inch,,,,,,
BNH BW24 ,,,,Inch,,,,,,
BNH BW20 ,,,,Inch,,,,,,
BNH BW18,,,,Inch,,,,,,
BNH BW16,,,,Inch,,,,,,
BNH BW14 ,,,,Inch,,,,,,
BNH BW12,,,,Inch,,,,,,
BNHH26,,,,Inch,,,,,,
BNHH24,,,,Inch,,,,,,
BNHH20 ,,,,Inch,,,,,,
BNHH18 ,,,,Inch,,,,,,
TAYLOR,TAYLOR,,F1B_30,Inch,,,,,,
TAYLOR, TAYLOR,,001B,Inch,,,,,,
TAYLOR, TAYLOR,,2,Inch,,,,,,
TAYLOR, TAYLOR,,F4_30,Inch,,,,,,
TAYLOR, TAYLOR,,LT8_30E_27F,Inch,,,,,,
TAYLOR, TAYLOR,,LT8A_145C_150C,Inch,,,,,,
TAYLOR, TAYLOR,,LT8A_340B_145C,Inch,,,,,,
TAYLOR, TAYLOR,,1,Inch,,,,,,
VANESSA,VANESSA,,2,Inch,,,,,,
VANESSA, VANESSA,,001B,Inch,,,,,,
VANESSA, VANESSA,,F1B_30,Inch,,,,,,
VANESSA, VANESSA,,F4_30,Inch,,,,,,
VANESSA, VANESSA,,1,Inch,,,,,,
VANESSA, VANESSA,,RVFB8_30E_27F,Inch,,,,,,
VANESSA, VANESSA,,RVFB8A_145C_150C,Inch,,,,,,
VANESSA, VANESSA,,RVFB8A_340B_145C,Inch,,,,,,
SYDNEY,1,,,Inch,,,,,,
SYDNEY,F4_30,,,Inch,,,,,,
SYDNEY,F1B_30,,,Inch,,,,,,
SYDNEY,DYF99J_530A,,,Inch,,,,,,
SYDNEY,DYF5_33_130,,,Inch,,,,,,
SYDNEY,DYF2315,,,Inch,,,,,,
SYDNEY,001B,,,Inch,,,,,,
SYDNEY,2,,,Inch,,,,,,
LACE-003,SOFIA,,1,Inch,,,,,,
LACE-003,SOFIA,,F4_30,Inch,,,,,,
LACE-003,SOFIA,,F1B_30,Inch,,,,,,
LACE-003,SOFIA,,DYA99C_35B,Inch,,,,,,
LACE-003,SOFIA,,DYA99C_27E,Inch,,,,,,
LACE-003,SOFIA,,DYA530A_350E,Inch,,,,,,
LACE-003,SOFIA,,001B,Inch,,,,,,
LACE-003,SOFIA,,2,Inch,,,,,,
SARAH,SARAH,,2,Inch,,,,,,
SARAH, SARAH,,001B,Inch,,,,,,
SARAH, SARAH,,DYA530A_350E,Inch,,,,,,
SARAH, SARAH,,DYA99C_27E,Inch,,,,,,
SARAH, SARAH,,DYA99C_35B,Inch,,,,,,
SARAH, SARAH,,F1B_30,Inch,,,,,,
SARAH, SARAH,,F4_30,Inch,,,,,,
SARAH, SARAH,,1,Inch,,,,,,
OLIVIA,OLIVIA,,2,Inch,,,,,,
OLIVIA, OLIVIA,,001B,Inch,,,,,,
OLIVIA, OLIVIA,,DYA530A_350E,Inch,,,,,,
OLIVIA, OLIVIA,,DYA99C_27E,Inch,,,,,,
OLIVIA, OLIVIA,,DYA99C_35B,Inch,,,,,,
OLIVIA, OLIVIA,,F1B_30,Inch,,,,,,
OLIVIA, OLIVIA,,F4_30,Inch,,,,,,
OLIVIA, OLIVIA,,1,Inch,,,,,,
SK BRD ,WB18,,1,Inch,107.7,107.7,26,,,
SK BRD ,WB18,,001B,Inch,107.7,107.7,37,,,
SK BRD ,WB18,,2,Inch,107.7,107.7,25,,,
SK BRD ,WB18,,4,Inch,107.7,107.7,7,,,
SK BRD ,WB18,,27,Inch,107.7,107.7,0,,,
SK BRD ,WB18,,30,Inch,107.7,107.7,23,,,
SK BRD ,WB18,,33,Inch,107.7,107.7,9,,,
SK BRD ,WB18,,P1B_27,Inch,113.7,113.7,27,,,
SK BRD ,WB18,,P1B_30,Inch,113.7,113.7,36,,,
SK BRD ,WB18,,P1B_33,Inch,113.7,113.7,4,,,
SK BRD ,WB18,,P1B_350,Inch,113.7,113.7,22,,,
SK BRD ,WB18,,P1B_99J,Inch,113.7,113.7,10,,,
SK BRD ,WB18,,P1B_BG,Inch,113.7,113.7,9,,,
SK BRD ,WB18,,P27_613,Inch,119.7,119.7,12,,,
SK BRD ,WB18,,P30_144,Inch,119.7,119.7,18,,,
SK BRD ,WB18,,P4_27,Inch,113.7,113.7,23,,,
SK BRD ,WB18,,P4_30,Inch,113.7,113.7,10,,,
REMYBW16 ,BW16 ,,1,Inch,,,,,,
REMYBW16 ,BW16 ,,P6_613 ,Inch,,,,,,
REMYBW16 ,BW16 ,,1P4_30 ,Inch,,,,,,
REMYBW16 ,BW16 ,,P27_613 ,Inch,,,,,,
REMYBW16 ,BW16 ,,P1B_30 ,Inch,,,,,,
REMYBW16 ,BW16 ,,33,Inch,,,,,,
REMYBW16 ,BW16 ,,27,Inch,,,,,,
REMYBW16 ,BW16 ,,4,Inch,,,,,,
REMYBW16 ,BW16 ,,001B ,Inch,,,,,,
MIA,MIA,,2,Inch,,,,,,
MIA, MIA,,001B,Inch,,,,,,
MIA, MIA,,DML4_33_130B,Inch,,,,,,
MIA, MIA,,F1B_30,Inch,,,,,,
MIA, MIA,,F4_30,Inch,,,,,,
MIA, MIA,,LXMD33_30_27,Inch,,,,,,
MIA, MIA,,LXMD8A_340A_26A,Inch,,,,,,
MIA, MIA,,1,Inch,,,,,,
Y BRD,,,,Inch,,,,,,
remybw12 ,REMY BW12 ,,001B,Inch,,,,,,
remybw12 ,REMY BW12 ,,P1B_30 ,Inch,,,,,,
remybw12 ,REMY BW12 ,,27,Inch,,,,,,
remybw12 ,REMY BW12 ,,30,Inch,,,,,,
remybw12 ,REMY BW12 ,,4,Inch,,,,,,
remybw12 ,REMY BW12 ,,2,Inch,,,,,,
remybw12 ,REMY BW12 ,,33,Inch,,,,,,
remybw12 ,REMY BW12 ,,1P4_30,Inch,,,,,,
NY BRD,,,,Inch,,,,,,
WW BRD ,,,,Inch,,,,,,
YK PONY ,,,,Inch,,,,,,
LACE-012,,,,Inch,,,,,,
KY BRD ,,,,Inch,,,,,,
MARY,MARY,,2,Inch,,,,,,
MARY, MARY,,001B,Inch,,,,,,
MARY, MARY,,DML4_33_130B,Inch,,,,,,
MARY, MARY,,F1B_30,Inch,,,,,,
MARY, MARY,,F4_30,Inch,,,,,,
MARY, MARY,,LXMD33_30_27,Inch,,,,,,
MARY, MARY,,"	  LXMD8A_340A_26A",Inch,,,,,,
MARY, MARY,,1,Inch,,,,,,
LESLIE, LESLIE,,1,Inch,,,,,,
LESLIE, LESLIE,,LXMD8A_340A_26A,Inch,,,,,,
LESLIE, LESLIE,,LXMD33_30_27,Inch,,,,,,
LESLIE, LESLIE,,F4_30,Inch,,,,,,
LESLIE, LESLIE,,F1B_30,Inch,,,,,,
LESLIE, LESLIE,,DML4_33_130B,Inch,,,,,,
LESLIE, LESLIE,,001B,Inch,,,,,,
LESLIE, LESLIE,,2,Inch,,,,,,
REMY BW12 ,REMY BW12,,30,Inch,,,,,,
REMY BW12 , REMY BW12,,33,Inch,,,,,,
REMY BW12 , REMY BW12,,2,Inch,,,,,,
REMY BW12 , REMY BW12,,27,Inch,,,,,,
REMY BW12 , REMY BW12,,4,Inch,,,,,,
REMY BW12 , REMY BW12,,P1B_30,Inch,,,,,,
REMY BW12 , REMY BW12,,1P4_30,Inch,,,,,,
REMY BW12 , REMY BW12,,P27_613 ,Inch,,,,,,
REMY BW12 , REMY BW12,,P4_27 ,Inch,,,,,,
REMY BW12 , REMY BW12,,P4_30 ,Inch,,,,,,
REMY BW12 , REMY BW12,,"P6_613 	",Inch,,,,,,
REMY BW12 , REMY BW12,,1,Inch,,,,,,
REMY BW12 , REMY BW12 ,,1P4_30,Inch,,,,,,
REMY BW12 , REMY BW12 ,,33,Inch,,,,,,
REMY BW12 , REMY BW12 ,,2,Inch,,,,,,
REMY BW12 , REMY BW12 ,,4,Inch,,,,,,
REMY BW12 , REMY BW12 ,,30,Inch,,,,,,
REMY BW12 , REMY BW12 ,,27,Inch,,,,,,
REMY BW12 , REMY BW12 ,,P1B_30 ,Inch,,,,,,
REMY BW12 , REMY BW12 ,,001B,Inch,,,,,,
NSB24, NSB24,,1,Inch,158.1,158.1,86,,,
NSB24, NSB24,,001B,Inch,158.1,158.1,62,,,
NSB24, NSB24,,2,Inch,158.1,158.1,54,,,
NSB24, NSB24,,4,Inch,158.1,158.1,82,,,
NSB24, NSB24,,27,Inch,158.1,158.1,12,,,
NSB24, NSB24,,30,Inch,158.1,158.1,44,,,
NSB24, NSB24,,33,Inch,158.1,158.1,31,,,
ISABELLA,ISABELLA,,2,Inch,,,,,,
ISABELLA, ISABELLA,,001B,Inch,,,,,,
ISABELLA, ISABELLA,,F1B_30,Inch,,,,,,
ISABELLA, ISABELLA,,F4_30,Inch,,,,,,
ISABELLA, ISABELLA,,ZYF8_27_24D,Inch,,,,,,
ISABELLA, ISABELLA,,ZYF8A_30_27,Inch,,,,,,
ISABELLA, ISABELLA,,ZYF8A_35B_130E,Inch,,,,,,
ISABELLA, ISABELLA,,1,Inch,,,,,,
REMY LW16 ,,,,Inch,,,,,,
NSB22,NSB22,,TT1B_350,Inch,140.7,140.7,0,,,
NSB22, NSB22,,P4_30,Inch,140.7,140.7,33,,,
NSB22, NSB22,,P1B_BG,Inch,140.7,140.7,41,,,
NSB22, NSB22,,P1B_33,Inch,140.7,140.7,38,,,
NSB22, NSB22,,P1B_30,Inch,140.7,140.7,54,,,
NSB22, NSB22,,P1B_27,Inch,140.7,140.7,40,,,
NSB22, NSB22,,BURG,Inch,140.7,140.7,0,,,
NSB22, NSB22,,33,Inch,134.7,134.7,17,,,
NSB22, NSB22,,30,Inch,134.7,134.7,15,,,
NSB22, NSB22,,27,Inch,134.7,134.7,21,,,
NSB22, NSB22,,4,Inch,134.7,134.7,42,,,
NSB22, NSB22,,2,Inch,134.7,134.7,45,,,
NSB22, NSB22,,001B,Inch,134.7,134.7,35,,,
NSB22, NSB22,,1,Inch,134.7,134.7,31,,,
REMY LW12 , LW12 ,,1,Inch,,,,,,
REMY LW12 , LW12 ,,P4_30,Inch,,,,,,
REMY LW12 , LW12 ,,P4_27,Inch,,,,,,
REMY LW12 , LW12 ,,P6_613,Inch,,,,,,
REMY LW12 , LW12 ,,P27_613,Inch,,,,,,
REMY LW12 , LW12 ,,P1B_30,Inch,,,,,,
REMY LW12 , LW12 ,,4,Inch,,,,,,
REMY LW12 , LW12 ,,30,Inch,,,,,,
REMY LW12 , LW12 ,,33,Inch,,,,,,
REMY LW12 , LW12 ,,27,Inch,,,,,,
REMY LW12 , LW12 ,,2,Inch,,,,,,
EMILY,EMILY,,,Inch,,,,,,
EMILY, EMILY,,,Inch,,,,,,
EMILY, EMILY,,,Inch,,,,,,
EMILY, EMILY,,,Inch,,,,,,
EMILY, EMILY,,2,Inch,,,,,,
EMILY, EMILY,,1,Inch,,,,,,
REMY YK16 ,,,,Inch,,,,,,
REMY LW18 ,,,001B,Inch,,,,,,
REMY LW18 ,,,P4_30 ,Inch,,,,,,
REMY LW18 ,,,P1B_33 ,Inch,,,,,,
REMY LW18 ,,,P1B_30,Inch,,,,,,
ELLEN, ELLEN,,1,Inch,,,,,,
ELLEN, ELLEN,,LYTT6_27E,Inch,,,,,,
ELLEN, ELLEN,,LYTT2_340A,Inch,,,,,,
ELLEN, ELLEN,,LYTT1B_RWINE,Inch,,,,,,
ELLEN, ELLEN,,F4_30,Inch,,,,,,
ELLEN, ELLEN,,F1B_30,Inch,,,,,,
ELLEN, ELLEN,,001B,Inch,,,,,,
ELLEN, ELLEN,,2,Inch,,,,,,
REMY LW14 ,,,1,Inch,,,,,,
REMY LW14 ,,,P1B_33,Inch,,,,,,
REMY LW14 ,,,P4_27,Inch,,,,,,
REMY LW14 ,,,P27_613,Inch,,,,,,
REMY LW14 ,,,P4_30,Inch,,,,,,
REMY LW14 ,,,P27_613,Inch,,,,,,
REMY LW14 ,,,P6_613,Inch,,,,,,
REMY LW14 ,,,P1B_30,Inch,,,,,,
REMY LW14 ,,,4,Inch,,,,,,
REMY LW14 ,,,30,Inch,,,,,,
REMY LW14 ,,,33,Inch,,,,,,
REMY LW14 ,,,27,Inch,,,,,,
REMY LW14 ,,,2,Inch,,,,,,
CHLOE, CHLOE,,1,Inch,,,,,,
CHLOE, CHLOE,,LYTT6_27E,Inch,,,,,,
CHLOE, CHLOE,,LYTT2_340A,Inch,,,,,,
CHLOE, CHLOE,,LYTT1B_RWINE,Inch,,,,,,
CHLOE, CHLOE,,F4_30,Inch,,,,,,
CHLOE, CHLOE,,F1B_30,Inch,,,,,,
CHLOE, CHLOE,,001B,Inch,,,,,,
CHLOE, CHLOE,,2,Inch,,,,,,
REMY YK18 ,YK18 ,,1,Inch,,,,,,
REMY YK18 ,YK18 ,,P1B_30,Inch,,,,,,
REMY YK18 ,YK18 ,,P4_30,Inch,,,,,,
REMY YK18 ,YK18 ,,P1B_33,Inch,,,,,,
CHERI,CHERI,,001B,Inch,,,,,,
CHERI, CHERI,,F1B_30,Inch,,,,,,
CHERI, CHERI,,F4_30,Inch,,,,,,
CHERI, CHERI,,2,Inch,,,,,,
NSB20,NSB20,,TT1B_BG,Inch,112.8,112.8,60,,,
NSB20, NSB20,,TT1B_350,Inch,112.8,112.8,33,,,
NSB20, NSB20,,TT1B_33,Inch,112.8,112.8,106,,,
NSB20, NSB20,,TT1B_30,Inch,112.8,112.8,88,,,
NSB20, NSB20,,TT1B_27,Inch,112.8,112.8,74,,,
NSB20, NSB20,,RED,Inch,118.8,118.8,67,,,
NSB20, NSB20,,P4_30,Inch,118.8,118.8,140,,,
NSB20, NSB20,,P4_27,Inch,112.8,112.8,101,,,
NSB20, NSB20,,P27_613,Inch,118.8,118.8,13,,,
NSB20, NSB20,,P1B_BG,Inch,112.8,112.8,27,,,
NSB20, NSB20,,P1B_99J,Inch,112.8,112.8,5,,,
NSB20, NSB20,,P1B_350,Inch,112.8,112.8,67,,,
NSB20, NSB20,,P1B_33,Inch,112.8,112.8,167,,,
NSB20, NSB20,,P1B_30,Inch,112.8,112.8,155,,,
NSB20, NSB20,,P1B_27,Inch,112.8,112.8,100,,,
NSB20, NSB20,,P1B_130,Inch,112.8,112.8,54,,,
NSB20, NSB20,,BURG,Inch,112.8,112.8,33,,,
NSB20, NSB20,,99J,Inch,112.8,112.8,35,,,
NSB20, NSB20,,613,Inch,112.8,112.8,32,,,
NSB20, NSB20,,350,Inch,118.8,118.8,16,,,
NSB20, NSB20,,33,Inch,106.8,106.8,49,,,
NSB20, NSB20,,30,Inch,106.8,106.8,38,,,
NSB20, NSB20,,27,Inch,106.8,106.8,39,,,
NSB20, NSB20,,4,Inch,106.8,106.8,94,,,
NSB20, NSB20,,2,Inch,106.8,106.8,199,,,
NSB20, NSB20,,001B,Inch,106.8,106.8,175,,,
NSB20, NSB20,,1,Inch,106.8,106.8,227,,,
REMY YK14 ,,,,Inch,,,,,,
REMY YK12 ,YK12,,1,Inch,,,,,,
REMY YK12 ,YK12,,P6_613,Inch,,,,,,
REMY YK12 ,YK12,,P27_613,Inch,,,,,,
REMY YK12 ,YK12,,1P4_30,Inch,,,,,,
REMY YK12 ,YK12,,P1B_30,Inch,,,,,,
REMY YK12 ,YK12,,2,Inch,,,,,,
REMY YK12 ,YK12,,27,Inch,,,,,,
REMY YK12 ,YK12,,33,Inch,,,,,,
REMY YK12 ,YK12,,30,Inch,,,,,,
REMY YK12 ,YK12,,2,Inch,,,,,,
CAROL,CAROL,,2,Inch,,,,,,
CAROL, CAROL,,001B,Inch,,,,,,
CAROL, CAROL,,DGF1B_33B_35A_350B,Inch,,,,,,
CAROL, CAROL,,DGF5_27_26C_24D,Inch,,,,,,
CAROL, CAROL,,F1B_30,Inch,,,,,,
CAROL, CAROL,,F4_30,Inch,,,,,,
CAROL, CAROL,,LXMD33_30_27,Inch,,,,,,
CAROL, CAROL,,1,Inch,,,,,,
ANNA,ANNA,,2,Inch,,,,,,
ANNA, ANNA,,001B,Inch,,,,,,
ANNA, ANNA,,DML1B_33B_35A,Inch,,,,,,
ANNA, ANNA,,DML27_26C_24D,Inch,,,,,,
ANNA, ANNA,,F1B_30,Inch,,,,,,
ANNA, ANNA,,F4_30,Inch,,,,,,
ANNA, ANNA,,LXMD33_30_27,Inch,,,,,,
ANNA, ANNA,,1,Inch,,,,,,
NSB18,NSB18,,TT1B_BG ,Inch,88.8,88.8,31,,,
NSB18, NSB18,,TT1B_99J,Inch,88.8,88.8,13,,,
NSB18, NSB18,,TT1B_350,Inch,88.8,88.8,1,,,
NSB18, NSB18,,TT1B_33,Inch,88.8,88.8,18,,,
NSB18, NSB18,,TT1B_30,Inch,88.8,88.8,9,,,
