ID,PRODUCT_CODE,SKU,LENGTH,COLOR,TYPE,SALON,STOCK,MSRP,WHOLESALEPRICE,REGULARPRICE,AGENT
60,EMILY ,EMILY,,3T1B_30,Inch,15,31,34.12,14.5,58,25
60,EMILY ,EMILY,,3T5004,Inch,15,32,34.12,14.5,58,25
60,EMILY ,EMILY,,DX2216,Inch,12,31,27.06,14.5,46,20
60,EMILY ,EMILY,,DX3147,Inch,12,30,27.06,14.5,46,20
60,EMILY ,EMILY,,DX4733,Inch,12,31,27.06,14.5,46,20
60,EMILY ,EMILY,,LX3316,Inch,12,32,27.06,14.5,46,20
60,EMILY ,EMILY,,SOM7002,Inch,15,31,34.12,14.5,58,25
60,EMILY ,EMILY,,SOM7003,Inch,15,32,34.12,14.5,58,25
60,EMILY ,EMILY,,SOM7005,Inch,15,30,34.12,14.5,58,25
60,EMILY ,EMILY,,SOM7008,Inch,15,32,34.12,14.5,58,25
60,EMILY ,EMILY,,SOM7016,Inch,15,31,34.12,14.5,58,25
60,EMILY ,EMILY,,TT_BURG,Inch,15,27,34.12,14.5,58,25
60,EMILY ,EMILY,,TT1B_RED,Inch,15,33,34.12,14.5,58,25
60,EMILY ,EMILY,,TT4_27,Inch,15,32,34.12,14.5,58,25
48,IRIS,IRIS,,1,Inch,110,37,218.82,93,360,159
48,IRIS,IRIS,,F6_27,Inch,110,55,218.82,93,360,159
48,IRIS,IRIS,,1B,Inch,110,39,218.82,93,360,159
48,IRIS,IRIS,,2,Inch,110,21,218.82,93,360,159
48,IRIS,IRIS,,4,Inch,110,30,218.82,93,360,159
48,IRIS,IRIS,,6,Inch,110,22,218.82,93,360,159
48,IRIS,IRIS,,F10_16,Inch,110,24,218.82,93,360,159
48,IRIS,IRIS,,F14_24,Inch,110,20,218.82,93,360,159
48,IRIS,IRIS,,F1B_30,Inch,110,25,218.82,93,360,159
48,IRIS,IRIS,,F1B_BURG,Inch,110,22,218.82,93,360,159
48,IRIS,IRIS,,F27_613,Inch,110,22,218.82,93,360,159
48,IRIS,IRIS,,F4_27,Inch,110,19,218.82,93,360,159
48,IRIS,IRIS,,F4_30,Inch,110,24,218.82,93,360,159
50,MONICA,MONICA,,1,Inch,79,45,157.65,67,516,114
50,MONICA,MONICA,,1B,Inch,79,70,157.65,67,516,114
50,MONICA,MONICA,,2,Inch,79,45,157.65,67,516,114
50,MONICA,MONICA,,4,Inch,79,27,157.65,67,516,114
50,MONICA,MONICA,,6,Inch,79,28,157.65,67,516,114
50,MONICA,MONICA,,F10_16,Inch,79,21,157.65,67,516,114
50,MONICA,MONICA,,F14_24,Inch,79,23,157.65,67,516,114
50,MONICA,MONICA,,F1B_30,Inch,79,24,157.65,67,516,114
50,MONICA,MONICA,,F1B_BURG,Inch,79,24,157.65,67,516,114
50,MONICA,MONICA,,F27_613,Inch,79,23,157.65,67,516,114
50,MONICA,MONICA,,F4_27,Inch,79,23,157.65,67,516,114
50,MONICA,MONICA,,F4_30,Inch,79,23,157.65,67,516,114
50,MONICA,MONICA,,F6_27,Inch,79,22,157.65,67,516,114
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,10,NATURAL,Inch,18,221,34.12,14.5,56,25
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,12,NATURAL,Inch,24,412,47.06,20,78,35
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,14,NATURAL,Inch,35,210,68.24,29,114,50
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,16,NATURAL,Inch,43,628,85.88,36.5,142,63
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,18,NATURAL,Inch,53,314,104.71,44.5,172,76
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,20,NATURAL,Inch,62,312,122.35,52,202,89
58,JENNIFER,JENNIFER,,1,Inch,12,100,23.53,10,38,18
58,JENNIFER,JENNIFER,,001B,Inch,12,128,23.53,10,38,18
58,JENNIFER,JENNIFER,,2,Inch,12,102,23.53,10,38,18
58,JENNIFER,JENNIFER,,4,Inch,12,100,23.53,10,38,18
58,JENNIFER,JENNIFER,,3T1B_30,Inch,15,50,30.59,13,54,23
58,JENNIFER,JENNIFER,,3T5004,Inch,15,50,30.59,13,54,23
58,JENNIFER,JENNIFER,,DX2216,Inch,12,50,23.53,13,38,18
58,JENNIFER,JENNIFER,,DX3147,Inch,12,52,23.53,13,38,18
58,JENNIFER,JENNIFER,,DX4733,Inch,12,51,23.53,13,38,18
58,JENNIFER,JENNIFER,,LX3316,Inch,12,51,23.53,13,38,18
58,JENNIFER,JENNIFER,,SOM7002,Inch,15,50,30.59,13,54,23
58,JENNIFER,JENNIFER,,SOM7003,Inch,15,52,30.59,13,54,23
58,JENNIFER,JENNIFER,,SOM7005,Inch,15,50,30.59,13,54,23
58,JENNIFER,JENNIFER,,SOM7008,Inch,15,51,30.59,13,54,23
58,JENNIFER,JENNIFER,,SOM7016,Inch,15,52,30.59,13,54,23
58,JENNIFER,JENNIFER,,TT_BURG,Inch,15,50,30.59,13,54,23
58,JENNIFER,JENNIFER,,TT1B_RED,Inch,15,52,30.59,13,54,23
58,JENNIFER,JENNIFER,,TT4_27,Inch,15,51,30.59,13,54,23
63,FRANCES,FRANCES,,1,Inch,15,99,29.41,12.5,48,22
63,FRANCES,FRANCES,,001B,Inch,15,135,29.41,12.5,48,22
63,FRANCES,FRANCES,,2,Inch,15,100,29.41,12.5,48,22
63,FRANCES,FRANCES,,4,Inch,15,102,29.41,12.5,48,22
63,FRANCES,FRANCES,,3T1B_30,Inch,18,32,36.47,15.5,60,27
63,FRANCES,FRANCES,,3T5004,Inch,18,33,36.47,15.5,60,27
63,FRANCES,FRANCES,,DX2216,Inch,15,32,29.41,15.5,48,22
63,FRANCES,FRANCES,,DX3147,Inch,15,33,29.41,15.5,48,22
63,FRANCES,FRANCES,,DX4733,Inch,15,33,29.41,15.5,48,22
63,FRANCES,FRANCES,,LX3316,Inch,15,31,29.41,15.5,48,22
63,FRANCES,FRANCES,,SOM7002,Inch,18,34,36.47,15.5,60,27
63,FRANCES,FRANCES,,SOM7003,Inch,18,34,36.47,15.5,60,27
63,FRANCES,FRANCES,,SOM7005,Inch,18,33,36.47,15.5,60,27
63,FRANCES,FRANCES,,SOM7008,Inch,18,33,36.47,15.5,60,27
63,FRANCES,FRANCES,,SOM7016,Inch,18,29,36.47,15.5,60,27
63,FRANCES,FRANCES,,TT_BURG,Inch,18,34,36.47,15.5,60,27
63,FRANCES,FRANCES,,TT1B_RED,Inch,18,33,36.47,15.5,60,27
63,FRANCES,FRANCES,,TT4_27,Inch,18,32,36.47,15.5,60,27
59,JULIA,JULIA,,1,Inch,22,105,43.53,18.5,72,32
59,JULIA,JULIA,,001B,Inch,22,150,43.53,18.5,72,32
59,JULIA,JULIA,,2,Inch,22,108,43.53,18.5,72,32
59,JULIA,JULIA,,4,Inch,22,108,43.53,18.5,72,32
59,JULIA,JULIA,,3T1B_30,Inch,25,42,50.59,21.5,84,37
59,JULIA,JULIA,,3T4_613,Inch,25,44,50.59,21.5,84,37
59,JULIA,JULIA,,3T5004,Inch,22,41,43.53,21.5,84,32
59,JULIA,JULIA,,DX2216,Inch,25,40,50.59,21.5,72,37
59,JULIA,JULIA,,DX3147,Inch,25,43,50.59,21.5,72,37
59,JULIA,JULIA,,DX4733,Inch,25,44,50.59,21.5,72,37
59,JULIA,JULIA,,LX3316,Inch,25,42,50.59,21.5,72,37
59,JULIA,JULIA,,SOM7002,Inch,25,44,50.59,21.5,84,37
59,JULIA,JULIA,,SOM7003,Inch,25,41,50.59,21.5,84,37
59,JULIA,JULIA,,SOM7005,Inch,25,42,50.59,21.5,84,37
59,JULIA,JULIA,,SOM7008,Inch,25,42,50.59,21.5,84,37
59,JULIA,JULIA,,SOM7016,Inch,25,41,50.59,21.5,84,37
59,JULIA,JULIA,,TT_BURG,Inch,25,43,50.59,21.5,84,37
59,JULIA,JULIA,,TT1B_RED,Inch,25,44,50.59,21.5,84,37
59,JULIA,JULIA,,TT4_27,Inch,25,42,50.59,21.5,84,37
62,GLORIA,GLORIA,,1,Inch,14,91,27.06,11.5,44,20
62,GLORIA,GLORIA,,1B,Inch,14,124,27.06,11.5,44,20
62,GLORIA,GLORIA,,2,Inch,14,96,27.06,11.5,44,20
62,GLORIA,GLORIA,,3T1B_30,Inch,17,101,34.12,14.5,44,25
62,GLORIA,GLORIA,,3T5004,Inch,17,0,34.12,14.5,56,25
62,GLORIA,GLORIA,,4,Inch,14,32,27.06,11.5,56,20
62,GLORIA,GLORIA,,DX2216,Inch,14,30,27.06,14.5,44,20
62,GLORIA,GLORIA,,DX3147,Inch,14,31,27.06,14.5,44,20
62,GLORIA,GLORIA,,DX4733,Inch,14,31,27.06,14.5,44,20
62,GLORIA,GLORIA,,LX3316,Inch,14,31,27.06,14.5,44,20
62,GLORIA,GLORIA,,SOM7002,Inch,17,31,34.12,14.5,56,25
62,GLORIA,GLORIA,,SOM7003,Inch,17,33,34.12,14.5,56,25
62,GLORIA,GLORIA,,SOM7005,Inch,17,31,34.12,14.5,56,25
62,GLORIA,GLORIA,,SOM7008,Inch,17,28,34.12,14.5,56,25
62,GLORIA,GLORIA,,SOM7016,Inch,17,32,34.12,14.5,56,25
62,GLORIA,GLORIA,,TT_BURG,Inch,17,30,34.12,14.5,56,25
62,GLORIA,GLORIA,,TT1B_RED,Inch,17,33,34.12,14.5,56,25
62,GLORIA,GLORIA,,TT4_27,Inch,17,31,34.12,14.5,56,25
36,TFHB-001,TFHB-001,,1,Inch,65,39,128.24,54.5,279,93
36,TFHB-001,TFHB-001,,1B,Inch,65,74,128.24,54.5,279,93
36,TFHB-001,TFHB-001,,2,Inch,65,25,128.24,54.5,279,93
36,TFHB-001,TFHB-001,,4,Inch,65,19,128.24,54.5,279,93
36,TFHB-001,TFHB-001,,27,Inch,65,26,128.24,54.5,279,93
36,TFHB-001,TFHB-001,,30,Inch,65,28,128.24,54.5,279,93
36,TFHB-001,TFHB-001,,613,Inch,65,26,128.24,54.5,279,93
36,TFHB-001,TFHB-001,,M4_30,Inch,65,26,128.24,54.5,279,93
37,TFHB-002,TFHB-002 ,,1,Inch,28,41,55.29,23.5,120,40
37,TFHB-002,TFHB-002 ,,1B,Inch,28,31,55.29,23.5,120,40
37,TFHB-002,TFHB-002 ,,2,Inch,28,3,55.29,23.5,120,40
37,TFHB-002,TFHB-002 ,,4,Inch,28,9,55.29,23.5,120,40
37,TFHB-002,TFHB-002 ,,27,Inch,28,22,55.29,23.5,120,40
37,TFHB-002,TFHB-002 ,,30,Inch,28,20,55.29,23.5,120,40
37,TFHB-002,TFHB-002 ,,613,Inch,28,20,55.29,23.5,120,40
37,TFHB-002,TFHB-002 ,,M4_30,Inch,28,21,55.29,23.5,120,40
38,TFHB-003,TFHB-003,,1,Inch,30,44,58.82,25,129,43
38,TFHB-003,TFHB-003,,1B,Inch,30,39,58.82,25,129,43
38,TFHB-003,TFHB-003,,2,Inch,30,0,58.82,25,129,43
38,TFHB-003,TFHB-003,,4,Inch,30,19,58.82,25,129,43
38,TFHB-003,TFHB-003,,27,Inch,30,25,58.82,25,129,43
38,TFHB-003,TFHB-003,,30,Inch,30,25,58.82,25,129,43
38,TFHB-003,TFHB-003,,613,Inch,30,25,58.82,25,129,43
38,TFHB-003,TFHB-003,,M4_30,Inch,30,26,58.82,25,129,43
39,TFHB-004,TFHB-004,,1,Inch,118,85,234.12,99.5,510,170
39,TFHB-004,TFHB-004,,1B,Inch,118,85,234.12,99.5,510,170
39,TFHB-004,TFHB-004,,2,Inch,118,85,234.12,99.5,510,170
39,TFHB-004,TFHB-004,,4,Inch,118,85,234.12,99.5,510,170
39,TFHB-004,TFHB-004,,27,Inch,118,85,234.12,99.5,510,170
39,TFHB-004,TFHB-004,,30,Inch,118,85,234.12,99.5,510,170
39,TFHB-004,TFHB-004,,613,Inch,118,85,234.12,99.5,510,170
39,TFHB-004,TFHB-004,,M4_30,Inch,118,85,234.12,99.5,510,170
40,TFH-001,TFH-001,,1,Inch,33,72,65.88,28,144,48
40,TFH-001,TFH-001,,1B,Inch,33,8,65.88,28,144,48
40,TFH-001,TFH-001,,2,Inch,33,1,65.88,28,144,48
40,TFH-001,TFH-001,,4,Inch,33,11,65.88,28,144,48
40,TFH-001,TFH-001,,27,Inch,33,21,65.88,28,144,48
40,TFH-001,TFH-001,,30,Inch,33,26,65.88,28,144,48
40,TFH-001,TFH-001,,613,Inch,33,20,65.88,28,144,48
40,TFH-001,TFH-001,,M4_30,Inch,33,21,65.88,28,144,48
41,TFH-002,TFH-002 ,,1,Inch,65,45,129.41,55,282,94
41,TFH-002,TFH-002 ,,1B,Inch,65,94,129.41,55,282,94
41,TFH-002,TFH-002 ,,2,Inch,65,42,129.41,55,282,94
41,TFH-002,TFH-002 ,,4,Inch,65,24,129.41,55,282,94
41,TFH-002,TFH-002 ,,27,Inch,65,27,129.41,55,282,94
41,TFH-002,TFH-002 ,,30,Inch,65,28,129.41,55,282,94
41,TFH-002,TFH-002 ,,613,Inch,65,25,129.41,55,282,94
41,TFH-002,TFH-002 ,,M4_30,Inch,65,24,129.41,55,282,94
42,TFH-003,TFH-003,,1,Inch,56,48,110.59,47,243,80
42,TFH-003,TFH-003,,1B,Inch,56,99,110.59,47,243,80
42,TFH-003,TFH-003,,2,Inch,56,49,110.59,47,243,80
42,TFH-003,TFH-003,,4,Inch,56,28,110.59,47,243,80
42,TFH-003,TFH-003,,27,Inch,56,26,110.59,47,243,80
42,TFH-003,TFH-003,,30,Inch,56,30,110.59,47,243,80
42,TFH-003,TFH-003,,613,Inch,56,28,110.59,47,243,80
42,TFH-003,TFH-003,,M4_30,Inch,56,30,110.59,47,243,80
43,TFH-004,TFH-004,,1,Inch,35,44,69.41,29.5,150,51
43,TFH-004,TFH-004,,1B,Inch,35,83,69.41,29.5,150,51
43,TFH-004,TFH-004,,2,Inch,35,33,69.41,29.5,150,51
43,TFH-004,TFH-004,,4,Inch,35,21,69.41,29.5,150,51
43,TFH-004,TFH-004,,27,Inch,35,22,69.41,29.5,150,51
43,TFH-004,TFH-004,,30,Inch,35,24,69.41,29.5,150,51
43,TFH-004,TFH-004,,613,Inch,35,18,69.41,29.5,150,51
43,TFH-004,TFH-004,,M4_30,Inch,35,24,69.41,29.5,150,51
61,AMANDA ,AMANDA,,1,Inch,21,106,41.18,17.5,68,30
61,AMANDA ,AMANDA,,1B,Inch,21,149,41.18,17.5,68,30
61,AMANDA ,AMANDA,,2,Inch,21,108,41.18,17.5,68,30
61,AMANDA ,AMANDA,,3T1B_30,Inch,24,108,48.24,20.5,68,35
61,AMANDA ,AMANDA,,3T5004,Inch,24,108,48.24,20.5,80,35
61,AMANDA ,AMANDA,,4,Inch,21,43,41.18,17.5,80,30
61,AMANDA ,AMANDA,,DX2216,Inch,21,43,41.18,17.5,68,30
61,AMANDA ,AMANDA,,DX3147,Inch,21,42,41.18,17.5,68,30
61,AMANDA ,AMANDA,,DX4733,Inch,21,41,41.18,17.5,68,30
61,AMANDA ,AMANDA,,LX3316,Inch,21,43,41.18,17.5,68,30
61,AMANDA ,AMANDA,,SOM7002,Inch,24,44,48.24,20.5,80,35
61,AMANDA ,AMANDA,,SOM7003,Inch,24,43,48.24,20.5,80,35
61,AMANDA ,AMANDA,,SOM7005,Inch,24,44,48.24,20.5,80,35
61,AMANDA ,AMANDA,,SOM7008,Inch,24,43,48.24,20.5,80,35
61,AMANDA ,AMANDA,,SOM7016,Inch,24,43,48.24,20.5,80,35
61,AMANDA ,AMANDA,,TT_BURG,Inch,24,43,48.24,20.5,80,35
61,AMANDA ,AMANDA,,TT1B_RED,Inch,24,43,48.24,20.5,80,35
61,AMANDA ,AMANDA,,TT4_27,Inch,24,42,48.24,20.5,80,35
83,HILDA,HILDA,,1,Inch,16,94,30.59,13,52,23
83,HILDA,HILDA,,1B,Inch,16,149,30.59,13,52,23
83,HILDA,HILDA,,2,Inch,16,99,30.59,13,52,23
83,HILDA,HILDA,,4,Inch,16,74,30.59,13,52,23
83,HILDA,HILDA,,F1B_30,Inch,16,50,30.59,13,52,23
83,HILDA,HILDA,,F1B_BURG,Inch,16,49,30.59,13,52,23
83,HILDA,HILDA,,F4_30,Inch,16,49,30.59,13,52,23
83,HILDA,HILDA,,T4_30_27,Inch,16,48,30.59,13,52,23
84,PAIGE,PAIGE,,1,Inch,12,95,23.53,10,38,18
84,PAIGE,PAIGE,,1B,Inch,12,148,23.53,10,38,18
84,PAIGE,PAIGE,,2,Inch,12,98,23.53,10,38,18
84,PAIGE,PAIGE,,4,Inch,12,74,23.53,10,38,18
84,PAIGE,PAIGE,,F1B_30,Inch,12,50,23.53,10,38,18
84,PAIGE,PAIGE,,F1B_BURG,Inch,12,48,23.53,10,38,18
84,PAIGE,PAIGE,,F4_30,Inch,12,49,23.53,10,38,18
84,PAIGE,PAIGE,,T4_30_27,Inch,12,50,23.53,10,38,18
81,ALYSSA,ALYSSA,,1,Inch,13,149,24.71,10.5,40,18
81,ALYSSA,ALYSSA,,1B,Inch,13,149,24.71,10.5,40,18
81,ALYSSA,ALYSSA,,2,Inch,13,97,24.71,10.5,40,18
81,ALYSSA,ALYSSA,,4,Inch,13,74,24.71,10.5,40,18
81,ALYSSA,ALYSSA,,F1B_30,Inch,13,48,24.71,10.5,40,18
81,ALYSSA,ALYSSA,,F1B_BURG,Inch,13,48,24.71,10.5,40,18
81,ALYSSA,ALYSSA,,F4_30,Inch,13,49,24.71,10.5,40,18
81,ALYSSA,ALYSSA,,T4_30_27,Inch,13,49,24.71,10.5,40,18
82,AMBER,AMBER,,1,Inch,14,95,27.06,11.5,44,20
82,AMBER,AMBER,,1B,Inch,14,148,27.06,11.5,44,20
82,AMBER,AMBER,,2,Inch,14,98,27.06,11.5,44,20
82,AMBER,AMBER,,4,Inch,14,74,27.06,11.5,44,20
82,AMBER,AMBER,,F1B_30,Inch,14,50,27.06,11.5,44,20
82,AMBER,AMBER,,F1B_BURG,Inch,14,49,27.06,11.5,44,20
82,AMBER,AMBER,,F4_30,Inch,14,49,27.06,11.5,44,20
82,AMBER,AMBER,,T4_30_27,Inch,14,47,27.06,11.5,44,20
85,SB001,SB001,,1,,9,499,17.65,7.2,28,13
85,SB001,SB001,,1B,,9,499,17.65,7.2,28,13
85,SB001,SB001,,2,,9,299,17.65,7.2,28,13
85,SB001,SB001,,27,,9,199,17.65,7.2,28,13
85,SB001,SB001,,30,,9,196,17.65,7.2,28,13
85,SB001,SB001,,4,,9,199,17.65,7.2,28,13
85,SB001,SB001,,F1B_30,,9,199,17.65,7.2,28,13
85,SB001,SB001,,F4_30,,9,199,17.65,7.2,28,13
86,SB002,SB002,,1,,12,498,23.53,9.8,38,18
86,SB002,SB002,,1B,,12,498,23.53,9.8,38,18
86,SB002,SB002,,2,,12,300,23.53,9.8,38,18
86,SB002,SB002,,27,,12,199,23.53,9.8,38,18
86,SB002,SB002,,30,,12,200,23.53,9.8,38,18
86,SB002,SB002,,4,,12,200,23.53,9.8,38,18
86,SB002,SB002,,F1B_30,,12,200,23.53,9.8,38,18
86,SB002,SB002,,F4_30,,12,200,23.53,9.8,38,18
87,SC001,SC001,,1,,12,499,22.35,9.2,36,17
87,SC001,SC001,,1B,,12,499,22.35,9.2,36,17
87,SC001,SC001,,2,,12,300,22.35,9.2,36,17
87,SC001,SC001,,27,,12,200,22.35,9.2,36,17
87,SC001,SC001,,30,,12,200,22.35,9.2,36,17
87,SC001,SC001,,4,,12,199,22.35,9.2,36,17
87,SC001,SC001,,F1B_30,,12,199,22.35,9.2,36,17
87,SC001,SC001,,F4_30,,12,199,22.35,9.2,36,17
92,SHE-SY,SILKY YAKY,8,1,Inch,9,467,17.65,7.5,28,13
92,SHE-SY,SILKY YAKY,8,1B,Inch,9,467,17.65,7.5,28,13
92,SHE-SY,SILKY YAKY,8,2,Inch,9,384,17.65,7.5,28,13
92,SHE-SY,SILKY YAKY,8,4,Inch,9,388,17.65,7.5,28,13
92,SHE-SY,SILKY YAKY,8,27,Inch,9,200,20,8.5,32,15
92,SHE-SY,SILKY YAKY,8,30,Inch,9,200,17.65,7.5,28,13
92,SHE-SY,SILKY YAKY,8,33,Inch,0,200,17.65,7.5,28,13
92,SHE-SY,SILKY YAKY,8,P1B_27,Inch,11,200,22.35,9.5,36,17
92,SHE-SY,SILKY YAKY,8,P1B_30,Inch,11,200,22.35,9.5,36,17
92,SHE-SY,SILKY YAKY,8,P4_30,Inch,11,200,22.35,9.5,36,17
92,SHE-SY,SILKY YAKY,10,1,Inch,12,200,22.35,9.5,36,17
92,SHE-SY,SILKY YAKY,10,1B,Inch,12,200,22.35,9.5,36,17
92,SHE-SY,SILKY YAKY,10,2,Inch,12,200,22.35,9.5,36,17
92,SHE-SY,SILKY YAKY,10,4,Inch,12,200,22.35,9.5,36,17
92,SHE-SY,SILKY YAKY,10,27,Inch,12,200,22.35,9.5,40,17
92,SHE-SY,SILKY YAKY,10,30,Inch,12,200,22.35,9.5,36,17
92,SHE-SY,SILKY YAKY,10,33,Inch,13,200,24.71,10.2,36,18
92,SHE-SY,SILKY YAKY,10,P1B_27,Inch,14,200,27.06,11.2,44,20
92,SHE-SY,SILKY YAKY,10,P1B_30,Inch,14,200,27.06,11.2,44,20
92,SHE-SY,SILKY YAKY,10,P4_30,Inch,14,200,27.06,11.2,44,20
92,SHE-SY,SILKY YAKY,12,1,Inch,17,200,32.94,13.7,54,24
92,SHE-SY,SILKY YAKY,12,1B,Inch,17,200,32.94,13.7,54,24
92,SHE-SY,SILKY YAKY,12,2,Inch,17,200,32.94,13.7,54,24
92,SHE-SY,SILKY YAKY,12,4,Inch,17,200,32.94,13.7,54,24
92,SHE-SY,SILKY YAKY,12,27,Inch,17,200,32.94,14.7,58,24
92,SHE-SY,SILKY YAKY,12,30,Inch,17,200,32.94,13.7,54,24
92,SHE-SY,SILKY YAKY,12,33,Inch,18,200,35.29,13.7,54,26
92,SHE-SY,SILKY YAKY,12,P1B_27,Inch,19,200,37.65,15.7,62,28
92,SHE-SY,SILKY YAKY,12,P1B_30,Inch,19,200,37.65,15.7,62,28
92,SHE-SY,SILKY YAKY,12,P4_30,Inch,19,200,37.65,15.7,62,28
92,SHE-SY,SILKY YAKY,14,1,Inch,23,200,45.88,19.6,76,34
92,SHE-SY,SILKY YAKY,14,1B,Inch,23,200,45.88,19.6,76,34
92,SHE-SY,SILKY YAKY,14,2,Inch,23,200,45.88,19.6,76,34
92,SHE-SY,SILKY YAKY,14,4,Inch,23,200,45.88,19.6,76,34
92,SHE-SY,SILKY YAKY,14,27,Inch,23,200,45.88,20.6,80,34
92,SHE-SY,SILKY YAKY,14,30,Inch,23,200,45.88,19.6,76,34
92,SHE-SY,SILKY YAKY,14,33,Inch,24,200,48.24,19.6,76,35
92,SHE-SY,SILKY YAKY,14,P1B_27,Inch,25,200,50.59,21.6,84,37
92,SHE-SY,SILKY YAKY,14,P1B_30,Inch,25,200,50.59,21.6,84,37
92,SHE-SY,SILKY YAKY,14,P4_30,Inch,25,200,50.59,21.6,84,37
92,SHE-SY,SILKY YAKY,16,1,Inch,29,200,57.65,24.3,94,42
92,SHE-SY,SILKY YAKY,16,1B,Inch,29,200,57.65,24.3,94,42
92,SHE-SY,SILKY YAKY,16,2,Inch,29,200,57.65,24.3,94,42
92,SHE-SY,SILKY YAKY,16,4,Inch,29,200,57.65,24.3,94,42
92,SHE-SY,SILKY YAKY,16,27,Inch,29,200,57.65,25.3,98,42
92,SHE-SY,SILKY YAKY,16,30,Inch,29,200,57.65,24.3,94,42
92,SHE-SY,SILKY YAKY,16,33,Inch,29,200,60,24.3,94,44
92,SHE-SY,SILKY YAKY,16,P1B_27,Inch,31,200,62.35,26.3,102,46
92,SHE-SY,SILKY YAKY,16,P1B_30,Inch,31,200,62.35,26.3,102,46
92,SHE-SY,SILKY YAKY,16,P4_30,Inch,31,200,62.35,26.3,102,46
1054,AFRO-BRD,AFRO-BRD,,001B,Inch,4.4,500,6.82,3.7,13.64,5
1054,AFRO-BRD,AFRO-BRD,,2,Inch,4.4,300,6.82,3.7,13.64,5
1054,AFRO-BRD,AFRO-BRD,,4,Inch,4.4,200,6.82,3.7,13.64,5
1054,AFRO-BRD,AFRO-BRD,,27,Inch,4.4,100,6.82,3.7,13.64,5
1054,AFRO-BRD,AFRO-BRD,,30,Inch,4.4,100,6.82,3.7,13.64,5
1054,AFRO-BRD,AFRO-BRD,,33,Inch,4.4,100,6.82,3.7,13.64,5
1054,AFRO-BRD,AFRO-BRD,,P1B_118,Inch,4.4,200,6.82,3.7,13.64,5
1054,AFRO-BRD,AFRO-BRD,,P1B_33,Inch,4.4,200,6.82,3.7,13.64,5
1054,AFRO-BRD,AFRO-BRD,,P4_30,Inch,4.4,200,6.82,3.7,13.64,5
1055,KK-BRD,KK-BRD,,1,Inch,1.4,7000,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,001B,Inch,1.4,7000,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,2,Inch,1.4,7000,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,4,Inch,1.4,4000,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,27,Inch,1.4,1000,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,30,Inch,1.4,1000,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,33,Inch,1.4,1000,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,P1B_118,Inch,1.4,500,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,P1B_33,Inch,1.4,500,2.24,1.2,4.47,2
1055,KK-BRD,KK-BRD,,P4_30,Inch,1.4,500,2.24,1.2,4.47,2
